訂單號,訂單日期,顧客姓名,訂單等級,訂單數量,銷售額,折扣點,運輸方式,利潤額,單價,運輸成本,區域,省份,城市,產品類別,產品子類別,產品名稱,產品包箱,運送日期,,
30532,2011/11/26,楊慧玲,高級,23,262.31,0.04,空運,27.55,11.09,5.25,華東,福建,三明,辦公用品,信封,#10 Self-Seal White Envelopes,小型箱子,2011/11/27,,
30532,2011/11/26,楊慧玲,高級,45,514.03,0.05,火車,82.19,11.34,5.01,華南,廣東,江門,辦公用品,紙張,Xerox 188,小型箱子,2011/11/28,,
30532,2011/11/26,楊慧玲,高級,9,1696.7,0.04,大卡,-82.81,180.98,23.58,東北,吉林,通化,傢俱產品,書架,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,巨型紙箱,2011/11/28,,
30564,2009/2/26,高鳳,中級,20,606.3985,0.09,火車,126.13,35.99,5.99,東北,遼寧,營口,技術產品,電話通信產品,Accessory41,打包紙袋,2009/2/27,,
30565,2011/7/26,張宏波,中級,32,1785.02,0.04,空運,52.66,55.94,4,東北,吉林,通化,技術產品,電腦配件,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",小型箱子,2011/7/28,,
30566,2011/7/1,謝若愚,低級,34,225.45,0.02,火車,-193.39,6.48,9.54,華北,天津,天津,辦公用品,紙張,Xerox 1905,小型箱子,2011/7/3,,
30567,2009/1/14,李傑,其它,14,2690.84,0.1,大卡,-368.02,208.16,68.02,華南,廣東,江門,辦公用品,家用電器,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",巨型木箱,2009/1/14,,
30567,2009/1/14,李傑,其它,8,733.55,0.07,火車,103.13,90.48,19.99,華南,廣東,江門,辦公用品,信封,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,小型箱子,2009/1/15,,
30567,2009/1/14,李傑,其它,3,38.71,0.01,空運,23.00,9.48,7.29,華北,內蒙古,通遼,傢俱產品,辦公裝飾品,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",小型包裹,2009/1/16,,
30567,2009/1/14,李傑,其它,14,62.6,0.02,火車,7.32,4.28,0.94,華北,山西,運城,辦公用品,筆、美術用品,Newell 336,打包紙袋,2009/1/15,,
30593,2011/7/25,金城,中級,20,97.65,0.04,空運,-90.07,4.18,6.92,東北,遼寧,營口,傢俱產品,辦公裝飾品,"Eldon® Image Series Desk Accessories, Burgundy",小型箱子,2011/7/27,,
30593,2011/7/25,金城,中級,41,1408.34,0.06,火車,176.63,34.58,8.99,東北,遼寧,營口,辦公用品,筆、美術用品,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,小型包裹,2011/7/28,,
30597,2012/8/5,呂文龍,高級,18,93.02,0.07,火車,20.01,5.08,2.03,西南,重慶,重慶,傢俱產品,辦公裝飾品,"Master Caster Door Stop, Brown",打包紙袋,2012/8/7,,
30597,2012/8/5,呂文龍,高級,42,639.84,0.03,火車,-95.76,15.14,4.53,華南,廣西,北海,辦公用品,容器，箱子,Eldon® Gobal File Keepers,小型箱子,2012/8/6,,
30599,2012/2/10,姜海洋,其它,23,105.93,0.05,火車,33.47,4.76,0.88,華南,海南,三亞,辦公用品,紙張,Wirebound Voice Message Log Book,打包紙袋,2012/2/12,,
30625,2010/2/8,杜浩,中級,37,478.94,0.04,火車,10.56,12.53,7.17,華南,廣西,北海,辦公用品,夾子及其配件,GBC ProClick Spines for 32-Hole Punch,小型箱子,2010/2/8,,
30625,2010/2/8,杜浩,中級,24,2429.09,0.06,空運,-20.67,105.29,10.12,華南,廣西,北海,傢俱產品,辦公裝飾品,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,大型箱子,2010/2/10,,
30626,2011/4/25,席岩東,中級,23,220.82,0.1,空運,77.68,9.93,1.09,華北,北京,北京,辦公用品,筆、美術用品,Peel-Off® China Markers,打包紙袋,2011/4/26,,
30657,2011/5/10,饒展,高級,6,273.38,0.06,空運,-170.91,43.22,16.71,華北,北京,北京,技術產品,電腦配件,"Fellowes Mobile Numeric Keypad, Graphite",小型箱子,2011/5/11,,
30657,2011/5/10,饒展,高級,8,179.66,0.01,火車,-1.73,22.24,1.99,西北,甘肅,天水,技術產品,電腦配件,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",小型包裹,2011/5/12,,
30658,2011/3/26,余季,中級,35,17387.65,0.08,火車,6907.61,499.99,24.49,西北,甘肅,天水,技術產品,影印機、傳真機,Sharp AL-1530CS Digital Copier,大型箱子,2011/3/27,,
30658,2011/3/26,余季,中級,44,6040.22,0.05,火車,-942.50,138.14,35,華東,浙江,衢州,辦公用品,容器，箱子,"SAFCO Commercial Wire Shelving, Black",大型箱子,2011/3/28,,
30659,2011/9/13,張玲玲,中級,45,3116.7715,0.08,火車,-106.51,85.99,0.99,華東,浙江,衢州,技術產品,電話通信產品,Accessory4,打包紙袋,2011/9/15,,
30660,2012/9/5,任東霖,中級,16,986.272,0.02,火車,-647.14,71.37,69,華東,浙江,衢州,傢俱產品,桌子,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",大型箱子,2012/9/8,,
30720,2012/9/27,呂佳,低級,5,32.77,0.07,火車,-17.19,5.74,5.01,華東,上海,上海,辦公用品,夾子及其配件,Binder Posts,小型箱子,2012/10/4,,
30720,2012/9/27,呂佳,低級,37,1701.53,0.01,空運,735.99,43.98,1.99,華南,廣東,江門,技術產品,電腦配件,"Memorex 80 Minute CD-R Spindle, 100/Pack",小型包裹,2012/10/4,,
30720,2012/9/27,呂佳,低級,27,2398.9,0.09,空運,656.95,95.46,18.13,華南,廣東,江門,傢俱產品,辦公裝飾品,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",大型箱子,2012/10/2,,
30725,2009/12/28,朱永飛,中級,39,16468.55,0.08,大卡,5638.75,449.99,49,華南,廣東,江門,技術產品,影印機、傳真機,Canon PC940 Copier,巨型木箱,2009/12/29,,
30726,2009/11/25,郭玲玲,中級,35,725.15,0.05,火車,140.57,20.27,3.99,華南,廣東,江門,辦公用品,家用電器,Fellowes Mighty 8 Compact Surge Protector,小型箱子,2009/11/26,,
30727,2012/7/25,李丹丹,中級,28,1166.29,0.07,空運,302.86,41.71,4.5,東北,吉林,通化,辦公用品,家用電器,Fellowes 8 Outlet Superior Workstation Surge Protector,小型箱子,2012/7/27,,
30754,2010/11/25,唐鳳琴,低級,20,4108.17,0.09,火車,-505.98,209.37,69,華北,內蒙古,通遼,傢俱產品,桌子,Hon 2111 Invitation™ Series Corner Table,大型箱子,2010/11/29,,
30757,2010/12/26,邱文龍,中級,5,21.32,0.08,空運,2.20,3.38,0.85,華北,北京,北京,辦公用品,筆、美術用品,Avery Hi-Liter® Fluorescent Desk Style Markers,打包紙袋,2010/12/26,,
30757,2010/12/26,邱文龍,中級,42,457.51,0.1,火車,-183.75,11.66,7.95,華北,北京,北京,辦公用品,筆、美術用品,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",小型包裹,2010/12/27,,
30759,2009/5/8,呂果,其它,2,64.79,0.03,火車,-41.32,29.34,7.87,華北,山西,運城,傢俱產品,辦公裝飾品,"Seth Thomas 14"" Putty-Colored Wall Clock",小型箱子,2009/5/10,,
30784,2012/5/7,李維晗,中級,10,707.3,0.06,大卡,-127.94,70.98,26.74,華東,浙江,衢州,傢俱產品,書架,"Hon Metal Bookcases, Black",巨型紙箱,2012/5/9,,
30784,2012/5/7,李維晗,中級,48,335.64,0.02,火車,80.13,6.7,1.56,華北,內蒙古,通遼,辦公用品,筆、美術用品,Turquoise Lead Holder with Pocket Clip,打包紙袋,2012/5/8,,
30785,2009/7/3,曹廣麗,高級,7,55.81,0.03,火車,-35.04,6.48,8.73,華北,山西,運城,辦公用品,紙張,Xerox 227,小型箱子,2009/7/5,,
30785,2009/7/3,曹廣麗,高級,38,373.07,0.07,火車,149.53,9.93,1.09,華北,內蒙古,通遼,辦公用品,筆、美術用品,Peel-Off® China Markers,打包紙袋,2009/7/6,,
30786,2012/7/16,肖海峰,中級,23,65.91,0.01,火車,0.76,2.78,1.34,華北,山西,運城,辦公用品,筆、美術用品,Prang Drawing Pencil Set,打包紙袋,2012/7/16,,
30786,2012/7/16,肖海峰,中級,4,72.72,0.06,火車,-36.61,15.42,10.68,華北,內蒙古,通遼,辦公用品,容器，箱子,"Decoflex Hanging Personal Folder File, Blue",小型箱子,2012/7/17,,
30787,2011/9/27,羅曉娜,高級,43,6477.459,0.05,火車,1836.46,175.99,8.99,華北,山西,運城,技術產品,電話通信產品,2180,小型箱子,2011/9/28,,
30820,2011/4/9,胡木,中級,21,48.01,0.1,空運,-6.85,2.21,1.12,華北,山西,運城,辦公用品,筆、美術用品,Newell 327,打包紙袋,2011/4/10,,
30848,2011/5/1,王晨,中級,13,4324.29,0.09,大卡,298.83,348.21,40.19,華北,內蒙古,通遼,傢俱產品,桌子,Bretford CR4500 Series Slim Rectangular Table,巨型紙箱,2011/5/3,,
30851,2010/9/21,楊肇輝,低級,16,336.29,0.08,火車,-52.14,21.38,8.99,華北,河北,保定,辦公用品,筆、美術用品,Boston 1730 StandUp Electric Pencil Sharpener,小型包裹,2010/9/25,,
30852,2009/5/14,吳天柱,中級,35,2827.1425,0.01,火車,713.88,95.99,4.9,華北,山西,運城,技術產品,電話通信產品,T60,小型箱子,2009/5/15,,
30853,2011/7/27,何偉,中級,16,41.52,0.06,火車,-85.17,2.18,7.09,華北,內蒙古,通遼,辦公用品,紙張,"Ampad® Evidence® Wirebond Steno Books, 6"" x 9""",打包紙袋,2011/7/30,,
30853,2011/7/27,何偉,中級,40,254.02,0.04,火車,123.14,6.3,0.5,華北,山西,運城,辦公用品,標籤,Avery 48,小型箱子,2011/7/30,,
30883,2010/8/21,胡小魚,中級,30,201.37,0.1,火車,59.84,6.98,1.6,華北,山西,運城,辦公用品,紙張,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",打包紙袋,2010/8/22,,
30884,2010/9/26,楊青煩,低級,6,763.448,0.05,大卡,-352.96,146.05,80.2,華北,河北,保定,傢俱產品,桌子,BPI Conference Tables,巨型紙箱,2010/10/1,,
30885,2010/6/21,徐豔紅,高級,24,234.24,0.09,火車,-151.80,9.71,9.45,華北,內蒙古,通遼,辦公用品,容器，箱子,Filing/Storage Totes and Swivel Casters,小型箱子,2010/6/22,,
30886,2012/5/12,周文龍,低級,28,5320.57,0.02,火車,534.29,193.17,19.99,華北,內蒙古,通遼,辦公用品,容器，箱子,Fellowes Staxonsteel® Drawer Files,小型箱子,2012/5/17,,
30887,2010/7/7,呂果,中級,44,4357.117,0.07,火車,1192.98,115.99,5.92,東北,遼寧,營口,技術產品,電話通信產品,8890,小型箱子,2010/7/7,,
30913,2012/9/22,侯麗,中級,23,143.1,0.01,火車,36.75,5.98,1.49,東北,吉林,通化,辦公用品,夾子及其配件,Avery Hanging File Binders,小型箱子,2012/9/23,,
30913,2012/9/22,侯麗,中級,36,795.52,0.08,火車,290.64,22.24,1.99,東北,吉林,通化,技術產品,電腦配件,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",小型包裹,2012/9/24,,
30913,2012/9/22,侯麗,中級,44,126.36,0.02,火車,50.26,2.89,0.5,東北,遼寧,營口,辦公用品,標籤,Avery 498,小型箱子,2012/9/24,,
30913,2012/9/22,侯麗,中級,24,496.62,0.07,空運,49.86,19.98,10.49,東北,遼寧,營口,傢俱產品,辦公裝飾品,12-1/2 Diameter Round Wall Clock,小型箱子,2012/9/24,,
30915,2009/1/16,王曦敏,低級,20,62.78,0.04,空運,-17.75,2.98,2.03,東北,遼寧,營口,辦公用品,筆、美術用品,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",打包紙袋,2009/1/16,,
30915,2009/1/16,王曦敏,低級,25,2836.0505,0.01,火車,561.13,125.99,8.99,東北,吉林,通化,技術產品,電話通信產品,M70,小型箱子,2009/1/21,,
30917,2010/11/1,王雲安,低級,11,86.79,0.06,火車,-45.60,8.12,2.83,東北,吉林,通化,技術產品,電腦配件,"Imation Neon Mac Format Diskettes, 10/Pack",小型包裹,2010/11/3,,
30917,2010/11/1,王雲安,低級,8,753.8,0.06,火車,-32.30,96.45,13.99,東北,遼寧,營口,技術產品,辦公機器,Soundgear TeleForum DX Desktop Conference Phone,中型箱子,2010/11/5,,
30944,2011/6/22,洪岩,中級,32,546.01,0.01,火車,133.56,16.74,5.08,東北,遼寧,營口,辦公用品,夾子及其配件,GBC Poly Designer Binding Covers,小型箱子,2011/6/23,,
30947,2010/7/14,余季,低級,17,691.59,0.03,火車,261.24,41.94,2.99,東北,遼寧,營口,辦公用品,夾子及其配件,"Avery Trapezoid Extra Heavy Duty 4"" Binders",小型箱子,2010/7/18,,
30947,2010/7/14,余季,低級,45,345.2,0.01,火車,183.53,7.31,0.49,東北,遼寧,營口,辦公用品,標籤,Self-Adhesive Address Labels for Typewriters by Universal,小型箱子,2010/7/18,,
30976,2012/10/24,任錦凱,高級,10,403.88,0.07,火車,48.03,40.97,1.99,東北,吉林,通化,技術產品,電腦配件,"TDK 4.7GB DVD-R Spindle, 15/Pack",小型包裹,2012/10/24,,
30981,2011/2/15,李江玲,低級,29,7837.44,0.1,大卡,1817.76,279.81,23.19,東北,黑龍江,伊春,辦公用品,家用電器,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,巨型木箱,2011/2/19,,
30981,2011/2/15,李江玲,低級,22,3653.22,0.09,大卡,-116.02,180.98,30,東北,黑龍江,伊春,傢俱產品,椅子,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,巨型木箱,2011/2/17,,
31040,2010/9/14,牛莉麗,其它,23,872.97,0.1,火車,-22.63,39.98,4,東北,吉林,通化,技術產品,電腦配件,Microsoft Natural Keyboard Elite,小型箱子,2010/9/16,,
31040,2010/9/14,牛莉麗,其它,19,545.71,0.1,火車,-35.47,29.74,6.64,東北,黑龍江,伊春,辦公用品,容器，箱子,Acco Perma® 2700 Stacking Storage Drawers,小型箱子,2010/9/16,,
31042,2012/11/19,李棟,中級,26,3227.38,0.05,大卡,192.31,120.98,30,西南,貴州,安順,傢俱產品,椅子,Hon Every-Day® Chair Series Swivel Task Chairs,巨型木箱,2012/11/20,,
31042,2012/11/19,李棟,中級,48,134.52,0.03,火車,-6.04,2.78,1.2,西南,重慶,重慶,辦公用品,筆、美術用品,Prang Drawing Pencil Set,打包紙袋,2012/11/20,,
31043,2009/7/15,夏虎,高級,49,772.42,0.02,火車,299.33,15.28,1.99,西南,四川,內江,技術產品,電腦配件,"Memorex 4.7GB DVD+R, 3/Pack",小型包裹,2009/7/16,,
31043,2009/7/15,夏虎,高級,3,221.4675,0,火車,-302.23,85.99,3.3,西南,重慶,重慶,技術產品,電話通信產品,Accessory20,小型包裹,2009/7/16,,
31046,2011/2/7,趙曉平,中級,42,3900.531,0.08,火車,1144.63,110.99,2.5,西南,四川,內江,技術產品,電話通信產品,T18,小型箱子,2011/2/8,,
31046,2011/2/7,趙曉平,中級,35,248.42,0.02,火車,-58.81,6.84,4.42,華南,湖北,荊州,辦公用品,剪刀，尺子，鋸,Acme® Design Stainless Steel Bent Scissors,小型包裹,2011/2/10,,
31072,2010/11/29,張治燦,低級,4,701.16,0.08,火車,4.56,172.99,19.99,華南,廣西,北海,辦公用品,夾子及其配件,Ibico EB-19 Dual Function Manual Binding System,小型箱子,2010/12/4,,
31073,2010/7/25,謝愚舅,中級,39,1818.76,0.02,火車,843.12,46.94,6.77,華南,廣西,北海,傢俱產品,辦公裝飾品,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",小型箱子,2010/7/28,,
31073,2010/7/25,謝愚舅,中級,26,4322.26,0.07,火車,-618.95,167.27,35,華南,海南,三亞,辦公用品,容器，箱子,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,大型箱子,2010/7/25,,
31077,2010/10/23,孫衛,其它,36,1955.0765,0.06,火車,470.83,65.99,3.9,華南,廣西,北海,技術產品,電話通信產品,StarTAC Series,小型箱子,2010/10/25,,
31078,2009/2/10,李志堅,中級,7,104.46,0.01,火車,-36.77,13.99,7.51,華南,廣西,北海,技術產品,辦公機器,Sharp EL500L Fraction Calculator,中型箱子,2009/2/11,,
31106,2012/2/16,趙鵬,低級,37,101.9,0,火車,40.52,2.61,0.5,華南,廣西,北海,辦公用品,標籤,Avery 494,小型箱子,2012/2/16,,
31106,2012/2/16,趙鵬,低級,7,187.33,0.03,火車,66.47,25.13,9.87,華南,河南,濮陽,傢俱產品,辦公裝飾品,"Eldon® Executive Woodline II Desk Accessories, Mahogany",小型箱子,2012/2/21,,
31106,2012/2/16,趙鵬,低級,45,259.17,0.01,火車,-57.33,5.68,3.6,華南,河南,平頂山,辦公用品,剪刀，尺子，鋸,Acme® Preferred Stainless Steel Scissors,小型包裹,2012/2/18,,
31106,2012/2/16,趙鵬,低級,43,4697.032,0,火車,1263.01,125.99,5.63,華南,廣西,北海,技術產品,電話通信產品,8290,小型箱子,2012/2/23,,
31109,2011/10/28,武磊,低級,49,1515,0.08,火車,219.04,31.74,12.62,華南,河南,平頂山,辦公用品,夾子及其配件,GBC Wire Binding Strips,小型箱子,2011/11/1,,
31111,2009/8/24,張穎,其它,27,217.93,0.03,火車,-29.02,7.64,5.83,華南,河南,平頂山,辦公用品,紙張,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",打包紙袋,2009/8/26,,
31138,2009/1/21,姚華,高級,37,1251.18,0.05,大卡,-1756.44,31.76,45.51,華南,廣西,北海,傢俱產品,桌子,Hon iLevel™ Computer Training Table,巨型紙箱,2009/1/23,,
31140,2011/2/1,杜美玲,中級,4,13.42,0.03,火車,-1.26,3.08,0.99,華南,海南,三亞,辦公用品,標籤,Avery 481,小型箱子,2011/2/2,,
31169,2011/6/9,張劍宇,低級,6,254.76,0.06,火車,109.88,40.97,14.45,華南,廣西,北海,傢俱產品,辦公裝飾品,Dana Halogen Swing-Arm Architect Lamp,大型箱子,2011/6/13,,
31170,2012/1/27,吳向鵬,中級,32,320.57,0.09,火車,27.95,10.13,1.99,華南,河南,平頂山,技術產品,電腦配件,"Verbatim DVD Rewritable Disc, Single-Sided, 4.7GB",小型包裹,2012/1/29,,
31171,2009/4/8,董紹良,其它,37,161.02,0.08,火車,32.19,4.55,1.49,華南,廣西,北海,辦公用品,夾子及其配件,Presstex Flexible Ring Binders,小型箱子,2009/4/9,,
31173,2012/8/18,聶帥,低級,24,169.354,0.09,空運,-84.14,7.99,5.03,華南,廣西,北海,技術產品,電話通信產品,Bell Sonecor JB700 Caller ID,中型箱子,2012/8/25,,
31174,2009/3/26,張檳,其它,20,4520.6,0.07,火車,1944.38,225.04,11.79,華東,安徽,淮北,辦公用品,家用電器,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,中型箱子,2009/3/26,,
31174,2009/3/26,張檳,其它,29,225.25,0.03,火車,-7.59,7.84,4.71,華北,北京,北京,辦公用品,夾子及其配件,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,小型箱子,2009/3/29,,
31175,2009/9/26,張穎,中級,26,539.66,0,空運,147.08,19.98,5.97,華北,天津,天津,辦公用品,紙張,Xerox 1936,小型箱子,2009/9/29,,
31204,2010/8/21,邱宇華,低級,14,215.52,0.02,火車,75.83,14.34,5,華北,北京,北京,傢俱產品,辦公裝飾品,Nu-Dell Leatherette Frames,小型包裹,2010/8/26,,
31204,2010/8/21,邱宇華,低級,8,10.46,0,火車,-0.89,1.14,0.7,華北,天津,天津,辦公用品,橡皮筋,OIC Thumb-Tacks,打包紙袋,2010/8/21,,
31232,2012/8/29,邢雁,高級,9,2643.15,0.01,大卡,-715.11,286.85,61.76,華北,北京,北京,傢俱產品,桌子,Riverside Furniture Stanwyck Manor Table Series,巨型紙箱,2012/9/1,,
31233,2011/9/24,呂果,低級,41,1298.29,0.06,火車,542.33,31.78,1.99,西北,甘肅,天水,技術產品,電腦配件,"Memorex 4.7GB DVD-RAM, 3/Pack",小型包裹,2011/9/28,,
31233,2011/9/24,呂果,低級,3,19.34,0.06,火車,-11.36,4.98,5.02,西北,甘肅,天水,辦公用品,紙張,Xerox 1989,小型箱子,2011/9/26,,
31233,2011/9/24,呂果,低級,35,590.32,0.06,火車,-91.31,16.99,8.99,西北,甘肅,天水,辦公用品,筆、美術用品,Berol Giant Pencil Sharpener,小型包裹,2011/9/28,,
31233,2011/9/24,呂果,低級,19,4245.93,0,火車,-626.45,209.37,69,西北,甘肅,天水,傢俱產品,桌子,Hon 2111 Invitation™ Series Corner Table,大型箱子,2011/10/3,,
31237,2011/7/29,楊高寧,其它,13,589.78,0,火車,225.26,42.8,2.99,西北,陝西,延安,辦公用品,夾子及其配件,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",小型箱子,2011/7/29,,
31238,2010/8/22,李聰,中級,21,7512.03,0.09,空運,2017.64,363.25,19.99,西北,陝西,延安,辦公用品,家用電器,Hoover WindTunnel™ Plus Canister Vacuum,小型箱子,2010/8/24,,
31239,2010/8/28,李明華,低級,20,677.9,0.05,火車,196.36,33.98,1.99,西北,陝西,延安,技術產品,電腦配件,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",小型包裹,2010/9/2,,
31266,2012/10/3,李瓊,高級,16,6573.75,0.04,大卡,1197.05,399.98,12.06,華東,浙江,衢州,技術產品,辦公機器,Okidata ML320 Series Turbo Dot Matrix Printers,巨型紙箱,2012/10/4,,
31270,2012/11/23,鄧春龍,中級,21,6806.66,0,大卡,801.72,299.05,87.01,華東,浙江,衢州,傢俱產品,椅子,Global Comet™ Stacking Armless Chair,巨型木箱,2012/11/24,,
31270,2012/11/23,鄧春龍,中級,3,891.61,0.1,大卡,-328.36,291.73,48.8,華東,浙江,衢州,傢俱產品,椅子,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,巨型木箱,2012/11/25,,
31270,2012/11/23,鄧春龍,中級,5,165.04,0.03,火車,-112.44,30.42,8.65,華東,浙江,衢州,技術產品,電腦配件,"Fellowes Internet Keyboard, Platinum",小型箱子,2012/11/25,,
31271,2011/4/20,邱純青,低級,4,43.29,0.03,火車,-0.36,8.37,10.16,華東,浙江,衢州,傢俱產品,辦公裝飾品,Westinghouse Clip-On Gooseneck Lamps,大型箱子,2011/4/27,,
31297,2012/8/18,王學濤,低級,39,679.95,0.08,火車,-93.30,17.99,8.65,華東,安徽,淮北,辦公用品,筆、美術用品,Model L Table or Wall-Mount Pencil Sharpener,小型箱子,2012/8/25,,
31297,2012/8/18,王學濤,低級,44,1579.56,0.01,火車,699.64,35.44,4.92,華東,安徽,銅陵,辦公用品,紙張,Staples Colored Bar Computer Paper,小型箱子,2012/8/27,,
31301,2010/10/18,包忠然,低級,31,109.78,0.06,火車,43.77,3.75,0.5,華東,山東,煙臺,辦公用品,標籤,Avery 510,小型箱子,2010/10/20,,
31302,2012/8/1,周皓雲,高級,41,4648.64,0.04,火車,1777.67,115.79,1.99,華東,山東,煙臺,技術產品,電腦配件,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",小型包裹,2012/8/3,,
31303,2011/3/20,朱海洋,低級,50,306.13,0.09,空運,87.60,5.98,1.49,華東,安徽,銅陵,辦公用品,夾子及其配件,Avery Hanging File Binders,小型箱子,2011/3/22,,
31330,2010/6/1,饒展,高級,2,13.5,0.04,火車,-7.90,5.98,1.67,華東,上海,上海,辦公用品,筆、美術用品,"Dixon Ticonderoga® Erasable Colored Pencil Set, 12-Color",打包紙袋,2010/6/2,,
31330,2010/6/1,饒展,高級,38,540.64,0.02,火車,13.89,13.43,5.5,華東,安徽,銅陵,辦公用品,容器，箱子,"Fellowes Personal Hanging Folder Files, Navy",小型箱子,2010/6/2,,
31364,2009/5/1,呂琳,其它,2,789.01,0.07,火車,-539.59,415.88,11.37,華東,江西,贛州,辦公用品,容器，箱子,Deluxe Rollaway Locking File with Drawer,小型箱子,2009/5/1,,
31392,2010/5/6,李林,低級,21,128.86,0.1,火車,-42.81,6.48,5.16,華東,江西,贛州,辦公用品,紙張,Xerox 1985,小型箱子,2010/5/13,,
31392,2010/5/6,李林,低級,44,3249.09,0.1,火車,-1326.29,78.8,35,華東,Jiangsu,泰州,辦公用品,容器，箱子,Space Solutions™ Industrial Galvanized Steel Shelving.,大型箱子,2010/5/10,,
31393,2012/5/11,邱昊,中級,4,97.57,0.04,火車,-27.31,19.94,14.87,華東,安徽,銅陵,傢俱產品,辦公裝飾品,Luxo Economy Swing Arm Lamp,大型箱子,2012/5/12,,
31393,2012/5/11,邱昊,中級,31,110.32,0.09,火車,-32.65,3.68,1.32,華東,安徽,銅陵,辦公用品,剪刀，尺子，鋸,"*Staples* vLetter Openers, 2/Pack",打包紙袋,2012/5/13,,
31399,2011/11/5,胡明亮,其它,9,337.2035,0.09,火車,-120.93,45.99,4.99,華東,Jiangsu,泰州,技術產品,電話通信產品,KF 788,小型箱子,2011/11/6,,
31426,2009/8/5,餘明剛,低級,40,4054.058,0.09,火車,914.19,125.99,2.5,華南,廣東,江門,技術產品,電話通信產品,i2000,小型箱子,2009/8/9,,
31456,2012/11/15,馬立強,高級,10,225.09,0.02,火車,64.14,21.38,2.99,華南,廣東,江門,辦公用品,夾子及其配件,Acco D-Ring Binder w/DublLock®,小型箱子,2012/11/17,,
31460,2012/8/26,夏菲菲,高級,9,990.67,0.08,火車,-365.32,110.98,35,華南,廣東,江門,辦公用品,容器，箱子,"Carina Mini System Audio Rack, Model AR050B",大型箱子,2012/8/28,,
31461,2011/6/27,趙子武,中級,26,1463.42,0.08,火車,350.82,59.98,3.99,華南,湖南,衡陽,辦公用品,家用電器,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,小型箱子,2011/6/29,,
31492,2010/10/15,張阿蘭,中級,26,321.68,0.04,火車,-12.25,11.97,4.98,華南,廣東,江門,辦公用品,家用電器,Staples 6 Outlet Surge,小型箱子,2010/10/17,,
31492,2010/10/15,張阿蘭,中級,34,971.95,0.09,空運,-21.10,29.74,6.64,華南,廣東,江門,辦公用品,容器，箱子,Acco Perma® 2700 Stacking Storage Drawers,小型箱子,2010/10/18,,
31492,2010/10/15,張阿蘭,中級,23,2149.03,0.03,火車,-235.56,95.43,19.99,華南,湖南,衡陽,辦公用品,容器，箱子,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,小型箱子,2010/10/16,,
31493,2009/10/17,張坤,高級,8,112.47,0,空運,46.74,12.2,6.02,華南,廣東,江門,傢俱產品,辦公裝飾品,Advantus Panel Wall Certificate Holder - 8.5x11,小型包裹,2009/10/18,,
31495,2010/8/4,徐萍平,低級,20,191.43,0.06,空運,39.50,8.69,2.99,華南,廣東,江門,辦公用品,夾子及其配件,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",小型箱子,2010/8/8,,
31495,2010/8/4,徐萍平,低級,34,1234.85,0.03,火車,212.20,34.76,8.22,華南,廣東,江門,辦公用品,容器，箱子,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",小型箱子,2010/8/11,,
31520,2011/11/28,呂志堅,高級,23,138.71,0.09,火車,-33.16,5.89,5.57,華南,廣東,江門,傢俱產品,辦公裝飾品,Eldon Wave Desk Accessories,小型箱子,2011/11/29,,
31522,2010/5/25,林釗,中級,14,302.4,0.04,火車,134.21,22.23,3.63,華南,湖南,衡陽,傢俱產品,辦公裝飾品,"Executive Impressions 14"" Contract Wall Clock",小型包裹,2010/5/27,,
31522,2010/5/25,林釗,中級,42,1083.37,0.03,大卡,-226.41,25.98,14.36,華南,廣東,江門,傢俱產品,椅子,"Global Stack Chair without Arms, Black",巨型木箱,2010/5/27,,
